sys.exec.out.time {s},time {s},altitude {m},latitude {r},longitude {r},seat_accel_x {m/s2},seat_accel_y {m/s2},seat_accel_z {m/s2}
25.7,25.71,2634.553872,0.498535455,-1.406243866,-0.2342494208,0.1999066636,-0.1947250948
25.8,25.81,2634.911935,0.4985355564,-1.406243471,-0.234480766,0.2004292342,-0.1935861619
25.9,25.91,2635.174353,0.4985356577,-1.406243077,-0.2365649418,0.2031347303,-0.1937184759
26,26.01,2635.341171,0.4985357589,-1.406242684,-0.2374567501,0.2046338485,-0.1928248945
26.1,26.11,2635.412422,0.4985358601,-1.406242291,-0.239132287,0.2060352926,-0.193102071
26.2,26.21,2635.388144,0.4985359611,-1.406241898,-0.2417009714,0.2083374773,-0.1940673824
26.3,26.31,2635.26839,0.498536062,-1.406241506,-0.2458179699,0.2119235119,-0.1964239928
26.4,26.41,2635.053224,0.4985361628,-1.406241114,-0.2499710953,0.2155089189,-0.1987733793
26.5,26.51,2634.742714,0.4985362636,-1.406240723,-0.2540175444,0.2184023317,-0.2013541421
26.6,26.61,2634.33692,0.4985363642,-1.406240332,-0.259218203,0.2228551401,-0.2045736866
26.7,26.71,2633.835923,0.4985364648,-1.406239942,-0.2659006872,0.2292039165,-0.2086728891
26.8,26.81,2633.239829,0.4985365653,-1.406239552,-0.273838515,0.2355553522,-0.2145140143
26.9,26.91,2632.548756,0.4985366657,-1.406239162,-0.2830484264,0.2451515637,-0.2200444812
27,27.01,2631.762846,0.498536766,-1.406238772,-0.2949963892,0.252628879,-0.2307991354
27.1,27.11,2630.882256,0.4985368662,-1.406238384,-0.3051793171,0.2602057983,-0.2387989901
27.2,27.21,2629.90713,0.4985369664,-1.406237995,-0.3156412787,0.2678203573,-0.2470672392
27.3,27.31,2628.837618,0.4985370664,-1.406237607,-0.3306797587,0.2798395567,-0.2590770662
27.4,27.41,2627.673917,0.4985371665,-1.406237219,-0.3442538123,0.2911669979,-0.269224234
27.5,27.51,2626.416225,0.4985372664,-1.406236832,-0.3589995333,0.3040696975,-0.2798939221
27.6,27.61,2625.06474,0.4985373663,-1.406236445,-0.3680603733,0.3106805577,-0.2861009866
27.7,27.71,2623.619601,0.4985374661,-1.406236058,-0.3809955232,0.3228793957,-0.2942615615
27.8,27.81,2622.080978,0.4985375659,-1.406235672,-0.3994627027,0.3324186488,-0.3120165304
27.9,27.91,2620.44911,0.4985376657,-1.406235286,-0.4180643525,0.3451854854,-0.3276822093
28,28.01,2618.724229,0.4985377654,-1.4062349,-0.4338247314,0.3573910594,-0.3393483748
28.1,28.11,2616.906536,0.4985378652,-1.406234515,-0.4534463751,0.3723762941,-0.3546433889
28.2,28.21,2614.996261,0.4985379649,-1.40623413,-0.472189487,0.388742949,-0.3675203791
28.3,28.31,2612.993648,0.4985380647,-1.406233745,-0.4925760684,0.4058627001,-0.382016654
28.4,28.41,2610.898951,0.4985381644,-1.406233361,-0.5132429492,0.4214499233,-0.3975841874
28.5,28.51,2608.712417,0.4985382643,-1.406232977,-0.5364796916,0.4371033016,-0.4165469496
28.6,28.61,2606.434299,0.4985383642,-1.406232593,-0.5631147127,0.4550683825,-0.4386592468
28.7,28.71,2604.064894,0.4985384642,-1.406232209,-0.5909000569,0.480354817,-0.4573481475
28.8,28.81,2601.604517,0.4985385644,-1.406231825,-0.6209159211,0.4987470463,-0.4832211651
28.9,28.91,2599.053488,0.4985386647,-1.406231442,-0.6555500134,0.5138756587,-0.5174442446
29,29.01,2596.412119,0.4985387652,-1.406231058,-0.6916055212,0.5307681763,-0.5521512635
29.1,29.11,2593.680733,0.498538866,-1.406230675,-0.7296173197,0.5518115136,-0.5865035932
29.2,29.21,2590.859634,0.4985389671,-1.406230292,-0.7668524516,0.5620667815,-0.6260282459
29.3,29.31,2587.949092,0.4985390687,-1.406229908,-0.8056129397,0.5781356796,-0.663485863
29.4,29.41,2584.949367,0.4985391706,-1.406229525,-0.8469878111,0.5893971669,-0.7070612524
29.5,29.51,2581.860663,0.4985392732,-1.406229141,-0.887630805,0.5950800878,-0.7524399132
29.6,29.61,2578.683127,0.4985393764,-1.406228758,-0.9278390837,0.5885778575,-0.8031986494
29.7,29.71,2575.416696,0.4985394803,-1.406228374,-0.9354747368,0.5616359833,-0.8082777787
29.8,29.81,2572.060919,0.498539585,-1.40622799,-0.9435457869,0.5290175892,-0.8144829072
29.9,29.91,2568.615283,0.4985396905,-1.406227606,-0.9505140297,0.4912987546,-0.816698575
30,30.01,2565.079251,0.498539797,-1.406227222,-0.9552982851,0.4482028994,-0.8095144728
30.1,30.11,2561.452246,0.4985399043,-1.406226838,-0.9467976369,0.3924849414,-0.7839225625
30.2,30.21,2557.733541,0.4985400126,-1.406226454,-0.9267043868,0.3248930848,-0.7447059657
30.3,30.31,2553.922344,0.4985401217,-1.40622607,-0.8966771045,0.2406769005,-0.6988542614
30.4,30.41,2550.017788,0.4985402316,-1.406225686,-0.8532958849,0.1645541537,-0.6279298752
30.5,30.51,2546.019039,0.4985403422,-1.406225302,-0.8074731755,0.07048437906,-0.5585800223
30.6,30.61,2541.925358,0.4985404533,-1.406224919,-0.7370101557,-0.05299588927,-0.4704902524
30.7,30.71,2537.7361,0.4985405649,-1.406224537,-0.6616797608,-0.1806297313,-0.3829004488
30.8,30.81,2533.450802,0.4985406769,-1.406224156,-0.580908044,-0.2940836679,-0.2890571246
30.9,30.91,2529.0692,0.498540789,-1.406223775,-0.4871401162,-0.4042638093,-0.161639776
31,31.01,2524.591185,0.4985409012,-1.406223397,-0.3865414179,-0.524110782,-0.02900398311
31.1,31.11,2520.016839,0.4985410133,-1.40622302,-0.301982523,-0.6410030808,0.08333203564
31.2,31.21,2515.346448,0.4985411251,-1.406222645,-0.1885787851,-0.7902140156,0.2468056692
31.3,31.31,2510.580465,0.4985412363,-1.406222273,-0.07846651557,-0.9278564569,0.3642094335
31.4,31.41,2505.719545,0.4985413468,-1.406221903,0.05194167825,-1.033807054,0.5052534719
31.5,31.51,2500.764549,0.4985414562,-1.406221535,0.210162488,-1.109569183,0.6882302376
31.6,31.61,2495.716531,0.4985415643,-1.406221171,0.3842931321,-1.186627996,0.8817613903
31.7,31.71,2490.576721,0.4985416708,-1.40622081,0.4961170607,-1.204901938,1.031380023
31.8,31.81,2485.3463,0.4985417755,-1.406220452,0.5543004739,-1.185740198,1.130636396
31.9,31.91,2480.026311,0.4985418783,-1.406220098,0.6100571414,-1.159105404,1.235876742
32,32.01,2474.617724,0.4985419792,-1.406219746,0.6586405266,-1.119786479,1.337563232
32.1,32.11,2469.121443,0.4985420782,-1.406219398,0.7039812363,-1.095931759,1.427605633
32.2,32.21,2463.538354,0.4985421751,-1.406219053,0.7438027829,-1.042522248,1.530847362
32.3,32.31,2457.86927,0.4985422699,-1.406218711,0.7770805783,-0.9922945927,1.62689606
32.4,32.41,2452.114951,0.4985423625,-1.406218372,0.8027509792,-0.9304115123,1.721394095
32.5,32.51,2446.276072,0.4985424529,-1.406218036,0.8190700098,-0.8425897217,1.818165384
32.6,32.61,2440.353239,0.4985425411,-1.406217703,0.8330755941,-0.7692454639,1.906595716
32.7,32.71,2434.347018,0.4985426268,-1.406217372,0.8434526161,-0.6711889858,2.014599946
32.8,32.81,2427.940099,0.4985426903,-1.406217055,10.7473113,-0.8596598932,-1.415410375
32.9,32.91,2421.678619,0.4985427642,-1.406216733,6.894582694,-0.8057607373,-0.06706152891
33,33.01,2415.287732,0.498542833,-1.406216415,-0.3067474551,-0.7899703276,3.075833981
33.1,33.11,2408.812509,0.4985428997,-1.406216099,-0.1516760091,-0.704889752,3.098318114
33.2,33.21,2402.253039,0.4985429642,-1.406215786,-0.006336156767,-0.679996465,3.106493966
33.3,33.31,2395.609322,0.4985430262,-1.406215475,0.08497596872,-0.5999444135,3.035765763
33.4,33.41,2388.881938,0.4985430859,-1.406215166,0.06935301173,-0.5094367386,2.924361857
33.5,33.51,2382.071966,0.4985431432,-1.406214861,0.007182395504,-0.4061296811,2.693661225
33.6,33.61,2375.18005,0.4985431985,-1.406214557,-0.1121698375,-0.3111322067,2.342133001
33.7,33.71,2368.206343,0.498543252,-1.406214255,-0.2302607472,-0.1888244197,1.956177623
33.8,33.81,2361.150513,0.4985433041,-1.406213955,-0.4586619088,-0.1068210794,1.412056338
33.9,33.91,2354.011345,0.4985433556,-1.406213655,-0.7319292056,-0.03978438407,0.9316872483
34,34.01,2346.788127,0.4985434069,-1.406213357,-0.8808231854,-0.002953668492,0.7820481859
34.1,34.11,2339.481653,0.4985434587,-1.406213058,-0.8139154031,-0.0008339905785,0.827822094
34.2,34.21,2332.093251,0.4985435112,-1.406212759,-0.4732258362,-0.02141953161,0.9633934115
34.3,34.31,2324.623975,0.4985435644,-1.406212461,-0.03691306474,-0.05331823877,0.9255539782
34.4,34.41,2317.074111,0.4985436182,-1.406212163,0.4109041033,-0.09598042925,0.8094282923
34.5,34.51,2309.444032,0.4985436722,-1.406211866,0.8138491686,-0.1384270515,0.7168126295
34.6,34.61,2301.734564,0.4985437264,-1.40621157,1.262294032,-0.172601666,0.5587369721
34.7,34.71,2293.946941,0.4985437804,-1.406211276,1.734869371,-0.1871507588,0.272393224
34.8,34.81,2286.082504,0.4985438338,-1.406210984,2.099559877,-0.1620494652,-0.104633099
34.9,34.91,2278.142442,0.4985438864,-1.406210695,2.410521867,-0.008193499734,-0.5582526628
35,35.01,2270.128462,0.4985439374,-1.406210409,2.613550988,0.1476047908,-0.9520231484
35.1,35.11,2262.042624,0.4985439865,-1.406210125,2.661965506,0.1970471544,-1.243995419
35.2,35.21,2253.886789,0.4985440338,-1.406209845,2.624046198,0.1168250576,-1.396405091
35.3,35.31,2245.663417,0.4985440792,-1.406209568,2.857820897,-0.005299689954,-1.800500217
35.4,35.41,2237.376462,0.4985441231,-1.406209294,3.211760831,-0.2562824983,-2.293130942
35.5,35.51,2229.029765,0.4985441661,-1.406209024,3.441509215,-0.5007226284,-2.276908509
35.6,35.61,2220.625979,0.4985442093,-1.406208757,3.669897765,-0.4557221564,-2.017154714
35.7,35.71,2212.166646,0.4985442539,-1.406208493,3.912929184,-0.279182363,-1.97824072
35.8,35.81,2203.651626,0.4985443007,-1.406208231,3.77153303,-0.1239319197,-1.948695496
35.9,35.91,2195.078711,0.49854435,-1.40620797,3.590406619,0.02396198688,-2.28170817
36,36.01,2186.445591,0.4985444019,-1.40620771,3.514300894,0.01596092037,-2.474244735
36.1,36.11,2177.751219,0.4985444563,-1.40620745,3.166394691,-0.08913642539,-2.665218477
36.2,36.21,2168.99463,0.4985445131,-1.40620719,2.621877762,-0.1467291341,-2.808876392
36.3,36.31,2160.174495,0.4985445719,-1.406206931,2.044966544,-0.130662294,-2.904267241
36.4,36.41,2151.289487,0.498544632,-1.406206671,1.359442392,-0.06573144572,-2.912767638
36.5,36.51,2142.338179,0.498544693,-1.406206412,0.6991920779,-0.01502467961,-2.818768824
36.6,36.61,2133.318783,0.4985447542,-1.406206153,0.08305677301,0.02422300248,-2.674879575
36.7,36.71,2124.229657,0.4985448152,-1.406205895,-0.4618294754,0.03519635249,-2.531798653
36.8,36.81,2115.069555,0.4985448756,-1.406205636,-1.020208325,0.006251357385,-2.405320147
36.9,36.91,2105.837604,0.4985449351,-1.406205378,-1.651831034,-0.07524399959,-2.285192562
37,37.01,2096.533291,0.4985449931,-1.406205121,-2.235551268,-0.2265173402,-2.100050092
37.1,37.11,2087.15591,0.4985450494,-1.406204865,-2.477119472,-0.430643626,-1.876372994
37.2,37.21,2077.704314,0.4985451043,-1.406204611,-2.209207651,-0.6846246783,-2.062439138
37.3,37.31,2068.201719,0.4985451546,-1.40620436,-1.583733585,-0.8680118767,-2.519829142
37.4,37.41,2058.62186,0.4985452069,-1.406204109,-1.218908491,-1.068201449,-3.256165666
37.5,37.51,2048.973003,0.4985452602,-1.40620386,-0.9076194576,-1.166402466,-4.304394671
37.6,37.61,2039.260345,0.4985453155,-1.40620361,-0.8012845678,-1.205944074,-5.029474887
37.7,37.71,2029.489001,0.4985453731,-1.406203359,-0.8336126188,-1.209504034,-5.497151185
37.8,37.81,2019.666579,0.4985454334,-1.406203108,-2.030373239,-1.568341124,-7.948867398
37.9,37.91,2009.817915,0.498545496,-1.406202857,-5.888932138,-2.855807645,-15.13278426
38,38.01,1999.993011,0.4985455599,-1.406202606,-8.607407076,-3.643990374,-20.55912777
38.1,38.11,1990.211715,0.4985456239,-1.406202357,-9.532009441,-3.594246856,-19.55920435
38.2,38.21,1980.453935,0.4985456863,-1.406202112,-12.19844658,-3.45242296,-20.99673126
38.3,38.31,1970.710747,0.4985457455,-1.40620187,-13.29546327,-3.201020259,-23.8417711
38.4,38.41,1960.982046,0.4985458023,-1.40620163,-14.55495783,-3.449676286,-23.5262972
38.5,38.51,1951.279807,0.498545859,-1.406201389,-18.16988093,-2.555546876,-17.71517645
38.6,38.61,1941.626421,0.4985459149,-1.406201148,-21.90268819,-0.1831144475,-6.148741328
38.7,38.71,1932.027464,0.4985459676,-1.406200909,-21.77877412,3.332383713,12.91904469
38.8,38.81,1922.480919,0.4985460191,-1.406200672,-19.63382288,5.662820269,22.0868738
38.9,38.91,1912.979562,0.4985460699,-1.406200438,-12.071232,7.441198176,25.19858337
39,39.01,1903.519735,0.498546116,-1.406200206,-7.348526962,7.37932496,25.95625776
39.1,39.11,1894.098357,0.4985461558,-1.406199979,-5.636882503,6.802789923,24.4911389
39.2,39.21,1884.708529,0.4985461894,-1.406199757,-5.854132745,6.364384096,23.04410853
39.3,39.31,1875.344984,0.4985462172,-1.40619954,-7.564446085,6.017181561,21.40003957
39.4,39.41,1866.002857,0.4985462397,-1.406199326,-10.84972849,5.232508645,17.6782815
39.5,39.51,1856.672252,0.4985462588,-1.406199115,-15.11208613,3.35156605,12.44857512
39.6,39.61,1847.350118,0.498546277,-1.406198906,-13.17288533,1.52919611,5.085428564
39.7,39.71,1838.048735,0.4985462932,-1.406198701,-8.377096705,-0.2869786524,-6.936523728
39.8,39.81,1828.788641,0.4985463045,-1.406198502,-3.360186397,-1.906344712,-18.09050829
39.9,39.91,1819.587782,0.4985463121,-1.406198306,2.250103546,-2.990529488,-21.13579068
40,40.01,1810.440881,0.4985463197,-1.40619811,5.349005724,-3.454595749,-22.7658895
40.1,40.11,1801.33318,0.4985463279,-1.406197914,6.183224919,-2.8647474,-22.01487688
40.2,40.21,1792.254528,0.4985463355,-1.406197718,6.10376241,-2.612097111,-20.81200761
40.3,40.31,1783.197807,0.4985463421,-1.406197523,5.715580135,-2.490472768,-19.99235067
40.4,40.41,1774.158719,0.4985463477,-1.406197328,5.133126133,-2.485670765,-19.52080981
40.5,40.51,1765.136165,0.4985463531,-1.406197133,4.238208678,-2.785311912,-18.4372276
40.6,40.61,1756.132941,0.4985463595,-1.406196936,2.482467671,-2.5712288,-17.28384693
40.7,40.71,1747.158459,0.4985463671,-1.406196739,-1.03918788,-1.386984445,-11.88067951
40.8,40.81,1738.222202,0.4985463735,-1.406196543,-4.098265792,-0.6326360324,-4.365836027
40.9,40.91,1729.320242,0.4985463773,-1.40619635,-5.078454839,1.034702913,7.070638908
41,41.01,1720.448356,0.49854638,-1.40619616,-5.704695622,2.102088403,14.79103699
41.1,41.11,1711.601108,0.498546383,-1.406195971,-5.319419086,3.081432548,18.70330062
41.2,41.21,1702.772658,0.4985463863,-1.406195783,-3.420028518,3.629890888,20.14083794
41.3,41.31,1693.95768,0.4985463887,-1.406195596,-2.041468483,3.747135702,20.46512641
41.4,41.41,1685.153664,0.498546389,-1.406195412,-2.321271946,3.50001955,19.29418512
41.5,41.51,1676.356284,0.4985463876,-1.406195229,-4.010716883,2.924835822,16.78842303
41.6,41.61,1667.560507,0.4985463853,-1.406195047,-5.645666165,2.115967088,13.70558839
41.7,41.71,1658.766683,0.4985463832,-1.406194866,-4.974351265,1.239471666,9.247810543
41.8,41.81,1649.979362,0.4985463806,-1.406194687,-2.737016782,0.5045142914,2.703674675
41.9,41.91,1641.20793,0.498546376,-1.406194512,0.3832441662,-0.2580978409,-5.711362923
42,42.01,1632.46424,0.4985463681,-1.406194341,3.642176346,-0.6592715237,-12.87673799
42.1,42.11,1623.760305,0.4985463573,-1.406194174,7.942570207,-0.8320557264,-15.65452939
42.2,42.21,1615.09807,0.498546346,-1.406194008,10.36762,-0.8050823622,-16.39448609
42.3,42.31,1606.468137,0.4985463358,-1.406193841,11.86675772,-0.7830954662,-16.8443138
42.4,42.41,1597.861915,0.4985463269,-1.406193672,12.19622738,-0.6813570223,-16.31609998
42.5,42.51,1589.274968,0.4985463196,-1.406193503,11.69913917,-0.6528215831,-15.6720878
42.6,42.61,1580.704795,0.4985463138,-1.406193332,10.59242573,-0.6572886981,-14.79568601
42.7,42.71,1572.152585,0.4985463098,-1.406193159,8.896870545,-0.5421886878,-13.1690059
42.8,42.81,1563.625284,0.4985463069,-1.406192986,6.25769399,-0.4207512821,-10.72134495
42.9,42.91,1555.126065,0.4985463037,-1.406192815,3.906960584,-0.3264363613,-6.44374319
43,43.01,1546.650522,0.4985462988,-1.406192647,1.88410609,-0.1932561699,1.528880666
43.1,43.11,1538.194713,0.4985462928,-1.406192482,0.39578083,-0.1116811561,8.440705769
43.2,43.21,1529.754894,0.4985462863,-1.406192319,-0.627449858,0.05708130041,13.09092617
43.3,43.31,1521.326605,0.4985462802,-1.406192157,-1.154411054,0.06269269826,15.713126
43.4,43.41,1512.906252,0.4985462746,-1.406191994,-1.285045776,0.07821423565,16.53040006
43.5,43.51,1504.489647,0.4985462697,-1.406191832,-1.255155041,0.005870156328,16.16435091
43.6,43.61,1496.073706,0.4985462652,-1.40619167,-1.413420663,-0.01286590299,14.94461365
43.7,43.71,1487.656956,0.4985462614,-1.406191508,-1.255314724,-0.08982820497,12.81557386
43.8,43.81,1479.239848,0.4985462577,-1.406191346,-0.2923977805,0.02984129795,9.398752833
43.9,43.91,1470.82414,0.4985462537,-1.406191186,1.347907788,0.1104581748,4.998453404
44,44.01,1462.415242,0.4985462485,-1.406191028,3.872761426,0.2746015775,-0.7729148016
44.1,44.11,1454.020645,0.4985462415,-1.406190875,6.316711068,0.5875600129,-6.283286447
44.2,44.21,1445.648352,0.4985462322,-1.406190726,9.308841952,0.7889883471,-10.86538411
44.3,44.31,1437.306857,0.4985462214,-1.406190582,11.7990117,0.6768177119,-12.32546321
44.4,44.41,1428.997473,0.4985462109,-1.406190439,13.63278808,0.6990465027,-12.63169152
44.5,44.51,1420.716072,0.4985462015,-1.406190296,14.19406943,0.7402818146,-12.61039781
44.6,44.61,1412.457,0.4985461938,-1.406190152,14.01071612,0.6941859223,-12.50087689
44.7,44.71,1404.216765,0.4985461875,-1.406190007,13.26141245,0.580689333,-11.9418934
44.8,44.81,1395.99555,0.4985461827,-1.406189861,11.6887269,0.3659138964,-10.68796886
44.9,44.91,1387.794952,0.4985461789,-1.406189714,9.472618809,0.3408505594,-9.391009237
45,45.01,1379.618312,0.4985461749,-1.40618957,10.07792005,-0.0331781441,-7.301915166
45.1,45.11,1371.485202,0.4985461699,-1.406189428,8.229640264,-0.5929081611,-0.6723732933
45.2,45.21,1363.40417,0.4985461635,-1.40618929,6.471971621,-0.8652727369,6.666924908
45.3,45.31,1355.370153,0.498546156,-1.406189154,4.966173606,-0.9368456088,12.41291744
45.4,45.41,1347.377467,0.4985461479,-1.406189019,4.154123854,-0.9467426332,15.55525214
45.5,45.51,1339.4202,0.4985461393,-1.406188885,4.063677081,-0.8198878345,16.34836598
45.6,45.61,1331.493626,0.4985461303,-1.406188752,4.424138486,-0.5408802394,15.21318097
45.7,45.71,1323.594461,0.4985461209,-1.40618862,5.139343015,-0.08504252225,12.76243116
45.8,45.81,1315.721575,0.4985461107,-1.406188489,6.540744096,0.1931664886,8.75390173
45.9,45.91,1307.876903,0.4985460995,-1.406188361,8.576172666,0.528875655,3.782308038
46,46.01,1300.064619,0.4985460866,-1.406188237,10.7462735,0.783466485,-1.49774989
46.1,46.11,1292.289303,0.4985460718,-1.406188117,12.58931272,0.7822047238,-5.795806038
46.2,46.21,1284.555817,0.4985460553,-1.406188002,14.92172689,0.6044776341,-9.580684928
46.3,46.31,1276.868349,0.4985460376,-1.406187891,15.96891869,0.3778339562,-10.90830752
46.4,46.41,1269.226242,0.4985460193,-1.406187784,16.34109013,0.3533775671,-10.60576176
46.5,46.51,1261.629895,0.4985460009,-1.406187677,18.39577058,0.3229806256,-11.93350037
46.6,46.61,1254.093239,0.4985459824,-1.406187572,18.5476486,0.1131767833,-11.71353737
46.7,46.71,1246.629023,0.4985459636,-1.406187469,15.49656423,-0.3940511351,-7.956653874
46.8,46.81,1239.23531,0.498545944,-1.406187368,12.31980957,-0.4639977969,-1.749541014
46.9,46.91,1231.90624,0.4985459237,-1.406187269,10.46057633,-0.4779399291,4.491338472
47,47.01,1224.638239,0.4985459026,-1.406187171,9.255184863,-0.3076251967,10.1165218
47.1,47.11,1217.427641,0.4985458809,-1.406187075,8.548188771,-0.1215955367,13.61879345
47.2,47.21,1210.269342,0.4985458588,-1.40618698,8.180818382,0.06395101385,14.82227283
47.3,47.31,1203.157445,0.4985458364,-1.406186886,8.283804699,0.2175850065,13.99382697
47.4,47.41,1196.087734,0.4985458135,-1.406186793,8.817933531,0.1599997707,11.44723596
47.5,47.51,1189.058509,0.4985457902,-1.406186701,9.746732254,0.03485233045,7.585320944
47.6,47.61,1182.070204,0.4985457659,-1.406186611,11.35963487,0.1770966258,3.025965645
47.7,47.71,1175.125031,0.4985457404,-1.406186525,13.01563038,0.2361189774,-1.455340375
47.8,47.81,1168.225275,0.4985457134,-1.406186441,14.53207199,0.08900533276,-5.01924218
47.9,47.91,1161.373366,0.4985456851,-1.406186361,15.72606326,-0.1601201442,-7.480112522
48,48.01,1154.570211,0.4985456556,-1.406186284,16.29027095,-0.07761011642,-8.488548099
48.1,48.11,1147.813338,0.4985456254,-1.406186208,15.8658807,-0.1970968783,-8.263927747
48.2,48.21,1141.099123,0.4985455945,-1.406186134,14.84706718,-0.3783977823,-7.195119291
48.3,48.31,1134.424314,0.498545563,-1.406186061,13.73172626,-0.3037430887,-5.255066578
48.4,48.41,1127.78622,0.498545531,-1.406185989,12.20412485,-0.3909571883,-2.572090504
48.5,48.51,1121.181707,0.4985454985,-1.406185919,10.91771414,-0.4698418571,0.4619361305
48.6,48.61,1114.608391,0.4985454656,-1.406185849,10.0059267,-0.4246381768,3.707047495
48.7,48.71,1108.065126,0.4985454324,-1.406185781,9.521218286,-0.158149387,6.344792324
48.8,48.81,1101.550009,0.4985453991,-1.406185714,9.204711085,0.1898367958,8.294717938
48.9,48.91,1095.060668,0.4985453657,-1.406185648,9.251818284,0.4328499923,8.931649352
49,49.01,1088.595018,0.4985453324,-1.406185583,9.304993563,0.5544877999,8.859695322
49.1,49.11,1082.077967,0.4985452949,-1.406185524,2.006866319,-0.002483463764,0.3744949059
49.2,49.21,1075.505988,0.4985452609,-1.406185461,2.07879647,-0.005174189141,0.3450238966
49.3,49.31,1068.855931,0.4985452265,-1.406185399,2.13218104,-0.01260313708,0.3311516854
49.4,49.41,1062.128219,0.4985451917,-1.406185339,2.194430479,-0.01806299303,0.3184110052
49.5,49.51,1055.323346,0.4985451564,-1.40618528,2.297701409,-0.01720735497,0.266860112
49.6,49.61,1048.441967,0.4985451208,-1.406185222,2.372532233,-0.01989353332,0.2437870111
49.7,49.71,1041.48468,0.4985450848,-1.406185165,2.477723704,-0.01979441329,0.1773168558
49.8,49.81,1034.452106,0.4985450483,-1.40618511,2.566643534,-0.02013697241,0.1486148541
49.9,49.91,1027.344873,0.4985450113,-1.406185057,2.631393261,-0.01897755807,0.1230485618
50,50.01,1020.163513,0.4985449739,-1.406185005,2.723499567,-0.004696736375,0.04498009503
50.1,50.11,1012.908555,0.4985449359,-1.406184956,2.799131641,0.00557118512,0.001936441207
50.2,50.21,1005.580603,0.4985448973,-1.406184908,2.889109949,0.016029622,-0.03767589488
50.3,50.31,998.1807473,0.4985448582,-1.406184862,6.077853505,0.893413373,1.603748544
50.4,50.41,990.7569272,0.4985448186,-1.406184819,15.12460386,3.305634918,5.775057628
50.5,50.51,983.3758613,0.4985447788,-1.406184778,17.6131539,3.526748902,5.606102076
50.6,50.61,976.0617767,0.4985447387,-1.406184739,18.34805172,2.514438847,4.089251355
50.7,50.71,968.8379598,0.4985446981,-1.406184702,21.400849,0.8814602583,2.377771762
50.8,50.81,961.7257016,0.4985446571,-1.406184667,20.99440591,-1.545219883,-0.2171913234
50.9,50.91,954.7356233,0.4985446156,-1.406184635,22.04040195,-3.896728328,-2.102474869
51,51.01,947.8788319,0.4985445738,-1.406184605,21.84547642,-5.039881765,-2.578873348
51.1,51.11,941.1590311,0.4985445318,-1.406184576,21.61568204,-4.741057371,-1.360524309
51.2,51.21,934.5780798,0.4985444898,-1.406184549,21.75730857,-2.927441669,1.346302858
51.3,51.31,928.1365052,0.4985444478,-1.406184523,21.58058346,-0.2653247441,4.648466571
