sys.exec.out.time {s},time {s},altitude {m},latitude {r},longitude {r},seat_accel_x {m/s2},seat_accel_y {m/s2},seat_accel_z {m/s2}
51.4,51.41,921.829779,0.4985444062,-1.406184499,21.58065907,2.277349282,7.502410609
51.5,51.51,915.650391,0.4985443653,-1.406184475,21.53775667,4.032369431,9.181461221
51.6,51.61,909.5903039,0.4985443253,-1.406184453,21.24922753,4.742062545,9.418336029
51.7,51.71,903.6413889,0.4985442863,-1.40618443,20.83442697,4.478995855,8.44390178
51.8,51.81,897.7979483,0.4985442485,-1.406184409,19.9621825,3.301792817,6.465030045
51.9,51.91,892.0544589,0.4985442116,-1.406184387,18.97694512,1.460431969,3.937541649
52,52.01,886.4058023,0.4985441756,-1.406184366,18.10759609,-0.6743382711,1.372152906
52.1,52.11,880.8477713,0.4985441404,-1.406184345,17.16810213,-2.571633307,-0.7239801128
52.2,52.21,875.3750059,0.4985441059,-1.406184325,16.49193309,-3.816456626,-1.931808478
52.3,52.31,869.982158,0.4985440723,-1.406184304,15.74860878,-4.121476093,-2.112374723
52.4,52.41,864.6636514,0.4985440396,-1.406184282,15.25827616,-3.573401001,-1.352165963
52.5,52.51,859.4149087,0.4985440077,-1.406184261,14.86535082,-2.26465733,0.1129737412
52.6,52.61,854.2311072,0.4985439767,-1.406184239,14.77820873,-0.5370846218,1.924649382
52.7,52.71,849.1085554,0.4985439466,-1.406184217,14.9530923,1.242264417,3.734747016
52.8,52.81,844.0436816,0.4985439177,-1.406184194,15.05566206,2.678828679,5.131717047
52.9,52.91,839.0318133,0.4985438898,-1.406184171,15.14457133,3.590454552,6.00676059
53,53.01,834.0689074,0.498543863,-1.406184147,14.99043959,3.907468142,6.228346204
53.1,53.11,829.1511405,0.4985438375,-1.406184122,14.66729629,3.69598986,5.86397381
53.2,53.21,824.2755328,0.4985438131,-1.406184097,14.27441577,2.997589161,5.061191258
53.3,53.31,819.4407953,0.4985437897,-1.406184071,13.54580119,1.783622397,3.82013531
53.4,53.41,814.6453598,0.4985437673,-1.406184044,13.03358935,0.3063825125,2.362615871
53.5,53.51,809.8886088,0.4985437458,-1.406184016,12.43340154,-1.229673877,0.8495701577
53.6,53.61,805.1687779,0.4985437253,-1.406183988,12.01714411,-2.502900718,-0.4594903007
53.7,53.71,800.4837914,0.4985437055,-1.406183959,11.6761663,-3.316875394,-1.342539097
53.8,53.81,795.8315804,0.4985436865,-1.406183929,11.45757272,-3.579378035,-1.689431582
53.9,53.91,791.2102544,0.4985436681,-1.406183897,11.30692847,-3.258870629,-1.469076904
54,54.01,786.6179656,0.4985436504,-1.406183865,11.25954145,-2.422981747,-0.7550529677
54.1,54.11,782.0534513,0.4985436334,-1.406183832,11.47659619,-1.196421642,0.3052844927
54.2,54.21,777.5162029,0.4985436171,-1.406183798,11.72615844,0.2247727658,1.553500838
54.3,54.31,773.0048723,0.4985436014,-1.406183764,12.02970701,1.582787475,2.768589529
54.4,54.41,768.5177097,0.4985435863,-1.406183728,12.2991439,2.658095548,3.79493509
54.5,54.51,764.0526003,0.4985435718,-1.406183692,12.53830072,3.363131426,4.522288228
54.6,54.61,759.6080819,0.4985435579,-1.406183655,12.52158457,3.631336658,4.84773589
54.7,54.71,755.1825027,0.4985435446,-1.406183617,12.38864778,3.504257857,4.858423321
54.8,54.81,750.77448,0.4985435318,-1.406183579,11.89763673,2.941274267,4.446327134
54.9,54.91,746.3827471,0.4985435194,-1.40618354,11.40485919,2.038275651,3.778712235
55,55.01,742.0070322,0.4985435074,-1.4061835,10.8903051,0.8372581072,2.863357591
55.1,55.11,737.6473829,0.4985434957,-1.40618346,10.41284022,-0.4935184018,1.766220377
55.2,55.21,733.3038975,0.4985434841,-1.406183419,10.10627308,-1.752371284,0.6536710071
55.3,55.31,728.976377,0.4985434728,-1.406183377,9.793964388,-2.743527142,-0.2994483524
55.4,55.41,724.6639497,0.4985434615,-1.406183335,9.647117715,-3.33538905,-0.9669302591
55.5,55.51,720.3656739,0.4985434503,-1.406183292,9.517723301,-3.389972361,-1.250628607
55.6,55.61,716.0800193,0.498543439,-1.406183249,9.522895885,-2.97928312,-1.144082379
55.7,55.71,711.8060003,0.4985434276,-1.406183205,9.677439972,-2.167416552,-0.6894129677
55.8,55.81,707.5430445,0.4985434161,-1.40618316,9.879839017,-1.059939708,0.07184832383
55.9,55.91,703.2907639,0.4985434044,-1.406183115,10.3307662,0.2157521917,0.9973055338
56,56.01,699.0492118,0.4985433926,-1.40618307,10.72096104,1.446357976,1.969631977
56.1,56.11,694.8177107,0.4985433805,-1.406183025,11.18102455,2.47369307,2.906976147
56.2,56.21,690.5959969,0.4985433683,-1.40618298,11.5313039,3.195860599,3.643897096
56.3,56.31,686.3836334,0.4985433558,-1.406182934,11.52679192,3.506687719,4.080282057
56.4,56.41,682.1789825,0.4985433431,-1.406182889,11.40882126,3.489584446,4.294463271
56.5,56.51,677.9809651,0.4985433301,-1.406182844,11.07296721,3.118516513,4.244866038
56.6,56.61,673.7891396,0.4985433168,-1.406182798,10.72329206,2.452763033,3.997019062
56.7,56.71,669.6042336,0.4985433032,-1.406182753,10.19050535,1.452211544,3.455133522
56.8,56.81,665.4267835,0.4985432893,-1.406182708,9.684482405,0.2376330139,2.695676594
56.9,56.91,661.25703,0.4985432748,-1.406182663,9.220143436,-1.033746278,1.773076878
57,57.01,657.0951168,0.4985432599,-1.406182618,8.968955019,-2.206364874,0.8689628266
57.1,57.11,652.9412556,0.4985432445,-1.406182573,8.739638172,-3.032801159,0.06549201126
57.2,57.21,648.7948089,0.4985432285,-1.406182529,8.758703343,-3.445915784,-0.5111846195
57.3,57.31,644.6555195,0.498543212,-1.406182484,8.786681245,-3.319680706,-0.7997574015
57.4,57.41,640.5226586,0.4985431948,-1.40618244,8.96625033,-2.759516207,-0.766833288
57.5,57.51,636.3964398,0.4985431772,-1.406182396,10.36116608,-2.174168048,-0.3147057379
57.6,57.61,632.2892999,0.4985431589,-1.406182352,11.92229796,-1.419404623,-0.1350912052
57.7,57.71,628.2164517,0.4985431401,-1.406182309,13.89231803,1.095865542,1.923877745
57.8,57.81,624.1887269,0.4985431208,-1.406182267,15.29937504,2.503528911,2.763254209
57.9,57.91,620.2147761,0.498543101,-1.406182225,16.6464576,4.215177911,4.459022523
58,58.01,616.3009201,0.498543081,-1.406182184,17.68157731,6.046893163,6.240787029
58.1,58.11,612.4511493,0.4985430608,-1.406182143,17.75682742,5.662868062,6.358786403
58.2,58.21,608.6674247,0.4985430406,-1.406182104,17.04172956,4.761393706,6.295438373
58.3,58.31,604.9484881,0.4985430204,-1.406182065,15.59254749,3.775320879,6.000065423
58.4,58.41,601.288259,0.4985430002,-1.406182027,14.21387981,1.944087306,4.849544186
58.5,58.51,597.6814113,0.49854298,-1.40618199,12.96048794,-0.588324221,3.124351821
58.6,58.61,594.1245892,0.4985429598,-1.406181954,12.18547729,-2.309051128,1.847270521
58.7,58.71,590.6147757,0.4985429396,-1.406181918,11.91064041,-3.21242159,0.8557826168
58.8,58.81,587.1490575,0.4985429194,-1.406181884,11.57163246,-3.773610114,-0.16900308
58.9,58.91,583.7234169,0.4985428991,-1.40618185,11.72710119,-3.004106676,-0.3552391941
59,59.01,580.3348205,0.498542879,-1.406181816,12.80257218,-1.329648244,0.2915472345
59.1,59.11,576.9868987,0.498542859,-1.406181784,14.26869205,-0.7918852758,0.6099787923
59.2,59.21,573.6911591,0.4985428394,-1.406181752,16.19695919,0.4721443729,1.290760531
59.3,59.31,570.4609334,0.4985428198,-1.406181721,19.161199,4.451157226,4.008968785
59.4,59.41,567.3088292,0.4985428009,-1.406181691,19.90114019,4.355223377,5.222305258
59.5,59.51,564.2437112,0.4985427826,-1.406181663,20.89335249,5.599092987,6.737818656
59.6,59.61,561.2725432,0.498542765,-1.406181635,20.51215762,5.023266732,7.902403701
59.7,59.71,558.4004229,0.4985427485,-1.406181609,19.51952384,2.947263779,7.453518159
59.8,59.81,555.6301412,0.4985427328,-1.406181584,18.2168366,0.7468914866,7.010232644
59.9,59.91,552.9617644,0.4985427184,-1.406181561,16.32919608,-2.041895171,4.755083435
60,60.01,550.3861141,0.4985427051,-1.406181538,14.93399188,-3.94535194,2.977373313
60.1,60.11,547.8934057,0.4985426927,-1.406181518,14.59010071,-4.426327624,1.244538912
60.2,60.21,545.4749378,0.4985426814,-1.406181498,14.1762629,-4.486241479,0.2811642179
60.3,60.31,543.1232755,0.4985426711,-1.406181479,14.70610958,-2.701529873,0.005423582866
60.4,60.41,540.8321437,0.4985426618,-1.406181462,14.5290002,-1.516309023,0.3517358546
60.5,60.51,538.5943613,0.4985426536,-1.406181445,14.68983637,0.7260644647,1.139347048
60.6,60.61,536.4023035,0.4985426466,-1.40618143,14.76827226,1.90649181,2.205031878
60.7,60.71,534.2516199,0.4985426407,-1.406181415,14.75120961,3.02566901,3.152925878
60.8,60.81,532.1379524,0.498542636,-1.406181401,14.4387196,3.610815435,4.069859754
60.9,60.91,530.0569328,0.4985426325,-1.406181387,13.55604584,3.422854703,4.554855257
61,61.01,528.0032947,0.4985426304,-1.406181374,12.6944971,3.01092799,4.817106189
61.1,61.11,525.9727406,0.4985426295,-1.406181361,11.69801173,2.249872533,4.832946827
61.2,61.21,523.9618629,0.4985426299,-1.406181349,10.78417229,0.8537544879,4.445027594
61.3,61.31,521.969399,0.4985426316,-1.406181338,10.19432083,0.02143401937,3.991291373
61.4,61.41,519.9939287,0.4985426346,-1.406181327,9.371784726,-1.722847939,3.060554823
61.5,61.51,518.034303,0.4985426389,-1.406181316,9.313231643,-2.337935056,2.202474135
61.6,61.61,516.0894748,0.4985426444,-1.406181306,9.095007304,-3.144826365,1.288850065
61.7,61.71,514.1583914,0.4985426512,-1.406181297,9.161846182,-3.286589681,0.4700935333
61.8,61.81,512.239071,0.4985426591,-1.406181287,9.467402661,-2.682582123,0.06464742571
61.9,61.91,510.3297443,0.4985426683,-1.406181278,9.728444735,-2.213218063,-0.1862390372
62,62.01,508.4297376,0.4985426786,-1.40618127,10.2422168,-0.9775388201,-0.01607960606
62.1,62.11,506.5377905,0.4985426901,-1.406181261,10.65759595,0.03866815908,0.3859687471
62.2,62.21,504.6535754,0.4985427028,-1.406181253,11.18628726,1.061342515,0.9855758185
62.3,62.31,502.7775875,0.4985427167,-1.406181245,11.59440534,2.020891078,1.721249108
62.4,62.41,500.9097366,0.4985427318,-1.406181237,11.64687196,2.588419777,2.449051559
62.5,62.51,499.0493165,0.4985427482,-1.406181229,11.64892925,2.855418408,3.120744049
62.6,62.61,497.1963461,0.4985427657,-1.406181221,11.44123286,2.945410215,3.69607571
62.7,62.71,495.3503115,0.4985427845,-1.406181214,10.87505589,2.425191051,4.048975866
62.8,62.81,493.5109627,0.4985428044,-1.406181206,10.48283424,1.880437551,4.259933264
62.9,62.91,491.6790919,0.4985428256,-1.406181199,9.718415917,0.899094594,4.142372555
63,63.01,489.8540029,0.498542848,-1.406181192,9.131434047,-0.1909771197,3.787646366
63.1,63.11,488.0354529,0.4985428716,-1.406181185,8.774320722,-1.201180723,3.236431112
63.2,63.21,486.2235082,0.4985428962,-1.406181178,8.418300914,-2.177544738,2.470420972
63.3,63.31,484.4178025,0.4985429219,-1.406181172,8.383931147,-2.706644545,1.687594558
63.4,63.41,482.6174308,0.4985429487,-1.406181166,8.351698655,-2.891701949,0.9232628996
63.5,63.51,480.820506,0.4985429764,-1.40618116,8.590952624,-2.640632623,0.3553637945
63.6,63.61,479.0259589,0.498543005,-1.406181154,8.926555284,-2.057313859,0.01893860838
63.7,63.71,477.2327442,0.4985430345,-1.406181149,9.382817138,-1.22656623,-0.06730297801
63.8,63.81,475.4404595,0.4985430649,-1.406181144,9.902399199,-0.2869639131,0.1064540378
63.9,63.91,473.6493363,0.4985430961,-1.406181139,10.4148713,0.6813274323,0.4948137569
64,64.01,471.8598589,0.4985431281,-1.406181134,10.86536741,1.52640476,1.046943872
64.1,64.11,470.072251,0.498543161,-1.406181129,10.9513582,2.164669929,1.667532869
64.2,64.21,468.2856914,0.4985431948,-1.406181125,11.05463937,2.59372042,2.308736513
64.3,64.31,466.4997135,0.4985432294,-1.406181121,10.78375922,2.67775213,2.862905564
64.4,64.41,464.7134995,0.4985432647,-1.406181117,10.52706266,2.55680019,3.362832251
64.5,64.51,462.9273453,0.4985433009,-1.406181113,10.02758003,2.11121843,3.694766362
64.6,64.61,461.1410041,0.4985433378,-1.406181109,9.520100856,1.449846025,3.873135585
64.7,64.71,459.3548232,0.4985433755,-1.406181105,8.963106266,0.5655891053,3.840927852
64.8,64.81,457.5689305,0.4985434139,-1.406181102,8.391455599,-0.3939204586,3.536389918
64.9,64.91,455.7828658,0.4985434529,-1.406181098,8.093566745,-1.322703237,3.076913734
65,65.01,453.9974555,0.4985434926,-1.406181095,8.064730262,-2.149666369,2.497563603
65.1,65.11,452.2142302,0.4985435329,-1.406181092,8.066440669,-2.600113875,1.765169138
65.2,65.21,450.4332972,0.4985435737,-1.406181089,8.294359325,-2.739582968,1.091063834
65.3,65.31,448.654784,0.498543615,-1.406181086,8.630904283,-2.455346447,0.5241717174
65.4,65.41,446.8784217,0.4985436568,-1.406181084,9.062677825,-1.840949424,0.1639095658
65.5,65.51,445.103765,0.4985436991,-1.406181081,9.538001618,-1.014008939,0.04419495517
65.6,65.61,443.3305967,0.4985437418,-1.406181078,10.13735725,-0.08517294182,0.1772837768
65.7,65.71,441.560257,0.4985437849,-1.406181075,11.44346732,0.9580505068,0.5788736675
65.8,65.81,439.7987404,0.4985438285,-1.406181072,12.7975356,1.963477903,1.250207902
65.9,65.91,438.0537072,0.4985438725,-1.406181069,13.86781852,2.795901344,2.091144448
66,66.01,436.3321062,0.4985439172,-1.406181066,14.52417029,3.239363177,3.062387441
66.1,66.11,434.6398924,0.4985439625,-1.406181063,14.58361259,3.149780032,4.01475244
66.2,66.21,432.9820807,0.4985440084,-1.406181059,14.30571478,2.488363707,4.8619294
66.3,66.31,431.3642504,0.498544055,-1.406181056,13.73050091,1.189003059,5.481227386
66.4,66.41,429.7920499,0.4985441022,-1.406181052,12.93072863,-0.632124743,5.64081521
66.5,66.51,428.2697472,0.4985441502,-1.406181048,12.2391151,-2.656216116,5.236472838
66.6,66.61,426.8015661,0.4985441989,-1.406181044,12.13624947,-4.607269148,4.418978644
66.7,66.71,425.3937177,0.4985442483,-1.406181041,12.47449791,-5.815872979,3.176120846
66.8,66.81,424.0514934,0.4985442983,-1.406181037,13.32736941,-5.894150749,1.8382684
66.9,66.91,422.7781377,0.498544349,-1.406181033,14.06673812,-4.648036198,0.7476085382
67,67.01,421.5711647,0.4985444003,-1.406181028,14.98177724,-2.650426891,0.258788919
67.1,67.11,420.4269963,0.4985444523,-1.406181024,16.14640223,-0.4694717865,0.4124153278
67.2,67.21,419.344627,0.498544505,-1.406181019,17.29206837,1.547746879,1.11024503
67.3,67.31,418.3242141,0.4985445584,-1.406181014,17.83407829,3.110883415,2.151268716
67.4,67.41,417.3641504,0.4985446126,-1.406181009,17.73094881,3.969626908,3.29576817
67.5,67.51,416.4615348,0.4985446676,-1.406181003,16.69004587,4.044394912,4.260670282
67.6,67.61,415.6097745,0.4985447234,-1.406180996,14.90439838,3.425295247,4.83798897
67.7,67.71,414.7993702,0.4985447801,-1.40618099,13.17977534,2.36520913,5.139570353
67.8,67.81,414.02261,0.4985448374,-1.406180983,11.54438462,0.9683887214,5.102139227
67.9,67.91,413.2735011,0.4985448955,-1.406180975,10.12376058,-0.5181348158,4.710986616
68,68.01,412.5466841,0.4985449541,-1.406180968,9.112424062,-1.866139121,4.044839315
68.1,68.11,411.8377369,0.4985450133,-1.40618096,8.503850836,-2.849489679,3.171722395
68.2,68.21,411.1428616,0.498545073,-1.406180951,8.31559763,-3.366003952,2.227169407
68.3,68.31,410.459055,0.4985451332,-1.406180943,8.3877464,-3.323814242,1.322063617
68.4,68.41,409.7834455,0.4985451938,-1.406180934,8.727706352,-2.823286023,0.5947777612
68.5,68.51,409.1141471,0.4985452549,-1.406180925,9.383075315,-1.993058797,0.1273721925
68.6,68.61,408.4507854,0.4985453164,-1.406180915,9.94442963,-0.9070226111,-0.05021302333
68.7,68.71,407.7923678,0.4985453783,-1.406180905,10.67788266,0.2177643958,0.0677347982
68.8,68.81,407.1390799,0.4985454407,-1.406180894,11.2487275,1.26178207,0.43775146
68.9,68.91,406.49097,0.4985455037,-1.406180883,11.62016913,2.11095541,0.9990615145
69,69.01,405.8474976,0.4985455671,-1.406180871,11.59961664,2.659655223,1.639326842
69.1,69.11,405.2068043,0.4985456311,-1.406180858,11.04283725,2.81564754,2.23425689
69.2,69.21,404.5655102,0.4985456957,-1.406180844,10.71050086,2.777542992,2.865544652
69.3,69.31,403.9227172,0.4985457608,-1.40618083,10.18280737,2.44025294,3.40857961
69.4,69.41,403.2785253,0.4985458264,-1.406180816,9.67408935,1.85338214,3.876117874
69.5,69.51,402.6341664,0.4985458926,-1.406180801,9.198933191,1.015205043,4.201393619
69.6,69.61,401.9917483,0.4985459593,-1.406180785,8.628470841,-0.02156709403,4.223487039
69.7,69.71,401.3524426,0.4985460264,-1.406180768,8.161420096,-1.081707019,3.936554285
69.8,69.81,400.7164948,0.4985460941,-1.406180751,7.736922137,-1.969861305,3.323122523
69.9,69.91,400.082568,0.4985461621,-1.406180733,7.582543913,-2.567585675,2.55376294
70,70.01,399.4495001,0.4985462305,-1.406180714,7.720387996,-2.795647832,1.729631003
70.1,70.11,398.8164584,0.4985462991,-1.406180695,7.965255651,-2.601686585,0.9539143892
70.2,70.21,398.1822079,0.4985463681,-1.406180675,8.555384658,-2.132494034,0.3550026403
70.3,70.31,397.547025,0.4985464373,-1.406180654,8.994124883,-1.343452049,-0.01831010897
70.4,70.41,396.9096845,0.4985465067,-1.406180632,9.55796346,-0.4657388808,-0.1300806465
70.5,70.51,396.2699439,0.4985465763,-1.406180609,10.2464356,0.4318432872,0.02866484086
70.6,70.61,395.6289977,0.4985466462,-1.406180586,10.62877241,1.247202441,0.4016198432
70.7,70.71,394.9865578,0.4985467163,-1.406180561,10.81915498,1.879612241,0.9420282219
70.8,70.81,394.3422428,0.4985467866,-1.406180536,11.00103372,2.3259254,1.600792497
70.9,70.91,393.6969112,0.4985468571,-1.40618051,10.89672703,2.503743656,2.293809096
71,71.01,393.0512469,0.4985469279,-1.406180482,10.61387043,2.422318245,2.985206451
71.1,71.11,392.4056323,0.4985469988,-1.406180454,10.03747649,2.031489553,3.543106399
71.2,71.21,391.7596691,0.4985470699,-1.406180425,9.338976649,1.402227097,3.938845604
71.3,71.31,391.112779,0.4985471411,-1.406180395,8.758709616,0.6080542146,4.180071781
71.4,71.41,390.465334,0.4985472124,-1.406180365,8.302660595,-0.2949233628,4.199874249
71.5,71.51,389.8180915,0.4985472837,-1.406180333,7.696493689,-1.146696379,3.804662209
71.6,71.61,389.1692615,0.498547355,-1.406180301,7.411893126,-1.8351367,3.238591467
71.7,71.71,388.5175642,0.4985474262,-1.406180268,7.384895676,-2.281155833,2.525026235
71.8,71.81,387.8628036,0.4985474973,-1.406180235,7.692082678,-2.451575924,1.782171708
71.9,71.91,387.2057491,0.4985475682,-1.4061802,8.048273545,-2.247737316,1.032665753
72,72.01,386.5461673,0.4985476389,-1.406180165,8.507216106,-1.753443356,0.426335128
72.1,72.11,385.8836056,0.4985477094,-1.40618013,9.129521773,-1.076484033,0.0422458184
72.2,72.21,385.2184867,0.4985477797,-1.406180093,9.73440519,-0.2819267356,-0.09355482751
72.3,72.31,384.5512829,0.4985478498,-1.406180056,10.32717895,0.5159373945,0.02967276607
72.4,72.41,383.8828027,0.4985479196,-1.406180018,10.79890681,1.239871812,0.382847795
72.5,72.51,383.2139601,0.4985479891,-1.40617998,11.05277125,1.804597443,0.9168834974
72.6,72.61,382.5452231,0.4985480584,-1.406179941,11.06844185,2.153618645,1.575434861
72.7,72.71,381.8769193,0.4985481275,-1.406179901,10.99434167,2.292153784,2.307579287
72.8,72.81,381.2099602,0.4985481964,-1.406179861,10.52139567,2.13169547,2.978970389
72.9,72.91,380.5441477,0.498548265,-1.406179821,10.06950427,1.755954514,3.625058022
73,73.01,379.8800925,0.4985483333,-1.40617978,9.507002654,1.152373078,4.095156993
73.1,73.11,379.2182213,0.4985484014,-1.406179739,8.874216774,0.384735044,4.302554595
73.2,73.21,378.5582734,0.4985484691,-1.406179698,8.398874019,-0.4412657592,4.280172642
73.3,73.31,377.9003933,0.4985485365,-1.406179656,8.008585388,-1.216645959,3.921438619
73.4,73.41,377.2442807,0.4985486035,-1.406179615,7.873346894,-1.818435216,3.337824126
73.5,73.51,376.5899915,0.4985486701,-1.406179573,7.970167294,-2.168136725,2.576510388
73.6,73.61,375.9374269,0.4985487363,-1.406179532,8.192241394,-2.180067162,1.72698789
73.7,73.71,375.2860007,0.4985488021,-1.40617949,8.742610675,-1.933303323,0.9716468845
73.8,73.81,374.6365214,0.4985488674,-1.406179449,9.394478638,-1.425962842,0.3644336203
73.9,73.91,373.9899596,0.4985489322,-1.406179407,10.04020875,-0.7324533734,-0.003487259337
74,74.01,373.3467153,0.4985489966,-1.406179366,10.52658535,0.03261281849,-0.08456213726
74.1,74.11,372.7063093,0.4985490606,-1.406179325,10.96596726,0.759364305,0.1063775366
74.2,74.21,372.0685782,0.4985491241,-1.406179284,11.07436753,1.348998592,0.5213060543
74.3,74.31,371.4323937,0.4985491873,-1.406179243,11.07004701,1.766301982,1.100359873
74.4,74.41,370.7972035,0.4985492501,-1.406179203,11.08288154,2.013079021,1.806552467
74.5,74.51,370.1636851,0.4985493126,-1.406179162,10.6311401,1.980858331,2.501362836
74.6,74.61,369.531114,0.4985493747,-1.406179123,10.19022448,1.75576569,3.184549942
74.7,74.71,368.8994745,0.4985494366,-1.406179083,9.748254854,1.327250694,3.797045941
74.8,74.81,368.2695694,0.4985494981,-1.406179045,9.090603248,0.7076951274,4.142003364
74.9,74.91,367.6405194,0.4985495592,-1.406179007,8.433947163,0.007546170444,4.211261146
75,75.01,367.0109772,0.4985496201,-1.40617897,8.124764765,-0.6986716234,4.102309446
75.1,75.11,366.381651,0.4985496806,-1.406178933,8.016766061,-1.320486338,3.742533287
75.2,75.21,365.7535142,0.4985497407,-1.406178898,7.996832237,-1.749311849,3.080056705
75.3,75.31,365.1265044,0.4985498005,-1.406178863,8.167854749,-1.912253873,2.276193621
75.4,75.41,364.500597,0.49854986,-1.406178829,8.813023485,-1.877094942,1.509404886
75.5,75.51,363.8782783,0.4985499191,-1.406178796,9.442927096,-1.535822109,0.7749609379
75.6,75.61,363.2608076,0.4985499778,-1.406178764,9.917292076,-0.9653110132,0.221836187
75.7,75.71,362.6473123,0.4985500363,-1.406178732,10.40989577,-0.3097720151,-0.05530534697
75.8,75.81,362.0371233,0.4985500946,-1.406178702,10.87918133,0.3541037331,-0.05102232388
75.9,75.91,361.4300786,0.4985501527,-1.406178672,10.99537747,0.9312833265,0.2142039336
76,76.01,360.8250259,0.4985502106,-1.406178643,11.14867821,1.395534883,0.6864689127
76.1,76.11,360.22183,0.4985502684,-1.406178615,11.05564613,1.677825383,1.315049881
76.2,76.21,359.6203236,0.4985503262,-1.406178588,10.74401048,1.761531801,2.022191498
76.3,76.31,359.0202116,0.4985503839,-1.406178562,10.43407468,1.662829725,2.777398272
76.4,76.41,358.4220213,0.4985504417,-1.406178537,9.919574465,1.351349759,3.446338317
76.5,76.51,357.8255538,0.4985504995,-1.406178513,9.212990525,0.8583979127,3.90061421
76.6,76.61,357.2295466,0.4985505574,-1.40617849,8.728168355,0.2786307866,4.21356839
76.7,76.71,356.6337015,0.4985506154,-1.406178468,8.276158234,-0.3401945192,4.224111872
76.8,76.81,356.0373455,0.4985506735,-1.406178447,7.910899425,-0.8970630937,3.917514699
76.9,76.91,355.4394962,0.4985507318,-1.406178428,7.881666969,-1.351766522,3.438647488
77,77.01,354.8403273,0.4985507902,-1.406178409,7.958505173,-1.605850727,2.725396259
77.1,77.11,354.2395476,0.4985508488,-1.406178392,8.249175549,-1.652967024,1.940567044
77.2,77.21,353.6372257,0.4985509076,-1.406178376,8.690213968,-1.482352789,1.164198167
77.3,77.31,353.033622,0.4985509667,-1.40617836,9.250304292,-1.137789715,0.5204193367
77.4,77.41,352.4294356,0.4985510261,-1.406178346,9.908825475,-0.6611898075,0.07056310694
77.5,77.51,351.8258654,0.4985510859,-1.406178333,10.33342408,-0.1162885208,-0.123680423
77.6,77.61,351.2230314,0.4985511461,-1.40617832,10.77015979,0.4222306807,-0.05477389803
77.7,77.71,350.6214243,0.4985512067,-1.406178309,10.83494597,0.8755809891,0.2606996197
